collections,site_id,site_name,placekey,places
"Crustacea, Parasite",CMNPA 1993-0245,Brodie-19900711,,"North America: Canada, Newfoundland and Labrador [placekey:12] (total:1) | Atlantic Ocean: Labrador Shelf [placekey:25945] (total:1)"
Mollusc,CMNML 025410,JOHANSEN-1919-05-04,,"North America: Canada, Québec, Gatineau Métropolitain, Lac des Fées [placekey:26564] (total:1) | North America: Canada, Ontario, Ottawa (metro), Ottawa [placekey:225] (total:1)"
"Crustacea, Mollusc",CMNML 028479,Clarke-19600813,,"North America: Canada, Québec, Mun. Rég. de Cté du Haut-Richelieu, Iberville [placekey:13611] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté de la Haute-Côte-Nord, Cton d'Iberville [placekey:18967] (total:1)"
"Crustacea, Mollusc",CMNML 041326,Clarke-1963 JUL 15,,"North America: Canada, Québec [placekey:8] (total:1) | North America: Canada, Hudson Bay [placekey:13168] (total:1)"
Vascular Plant,CAN 386947,Anderson-1 AUG 1938,,"North America: Canada, Saskatchewan [placekey:5] (total:1) | North America: United States, Alaska, Aleutians West Census Area, Pt. Hope [placekey:18550] (total:1)"
"Crustacea, Mollusc",CMNML 035910,Calanus 1950 238,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Resolution I., Acadia Cove [placekey:14461] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0135,DFO 1959 59-68 B-50,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Hudson Bay (NU) [placekey:14002] (total:1)"
"Crustacea, General Invertebrate",CMNI 1985-0263,Calanus 1959 59-15 B-13,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, James Bay (NU) [placekey:26232] (total:1)"
"Crustacea, General Invertebrate",CMNI 1900-0883,Taylor-19280819,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Hudson Strait [placekey:169] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0418,DFO(ABS) 1959 59-48 B-35,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Hudson Bay (NU) [placekey:14002] (total:1)"
"Crustacea, General Invertebrate",CMNI 1900-2355,Calanus 1953 553,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Hudson Bay (NU) [placekey:14002] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0570,Calanus 1950 208 B-4,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Hudson Strait [placekey:169] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0580,DFO(ABS) 1961 61-4 B-4,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Hudson Bay [placekey:13168] (total:1)"
Vascular Plant,CAN 198630,CAN 198630-Minnesota Univ.(US),,"North America: United States, Minnesota, Hennepin Co. [placekey:2346] (total:1) | North America: United States, Connecticut, New London Co., Norwich [placekey:25116] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0610,DFO(ABS) 1954 611 B-6,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Hudson Bay (NU) [placekey:14002] (total:1)"
Mollusc,LM 2006-10-01 Site 5,LM 2006-10-01 Site 5,,"North America: Canada, Saskatchewan, Cypress Lake [placekey:11009] (total:1) | North America: Canada, Saskatchewan, Frenchman Riv. [placekey:25820] (total:1)"
Mollusc,HBH 1962-08-12 Sand Lake,HBH 1962-08-12 Sand Lake,,"North America: Canada, Ontario, Leeds and Grenville United Co., Crosby [placekey:12361] (total:1) | North America: Canada, Ontario, Parry Sound Distr. (ON), Sand Lake [placekey:14179] (total:1)"
Mollusc,EM 1961-06-19 EM2,EM 1961-06-19 EM2,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Aberdeen Lake [placekey:10395] (total:1)"
Mollusc,EM 1961-07-02 EM4,EM 1961-07-02 EM4,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Aberdeen Lake [placekey:10395] (total:1)"
Crustacea,Conlan 1986 06-7,Conlan 1986 06-7,,"North America: United States, Oregon, Coos Co. (OR) [placekey:3220] (total:1) | North America: United States, South Carolina, Charleston Co., Charleston [placekey:12877] (total:1)"
Crustacea,CMNC 2004-4268,DFO(ABS) 1966 66-0004 (66-1033 - 66-1042),,"North America: Canada, Nunavut, Dease Strait [placekey:126] (total:1) | North America: Canada, Nunavut, Victoria I. (NU), Starvation Cove [placekey:16487] (total:1)"
Crustacea,CMNC 2003-1322,Cheng-19670329 G6,,"Malay Arch: Borneo, Brunei [placekey:7277] (total:1) | Asia: Singapore, Singapore [placekey:23043] (total:1)"
Crustacea,Rainville 1974 LR-063-74F-10a,Rainville 1974 LR-063-74F-10a,,"North America: Canada, Québec, Estuaire du Saint-Laurent [placekey:18945] (total:1) | North America: Canada, Québec, Parc marin du Saguenay-Saint-Laurent [placekey:29179] (total:1)"
Mollusc,G.S.C. 1960-04-25,Geological Survey of Canada-Batchawana Bay,,"North America: Canada, Ontario, Algoma Distr. (ON) [placekey:469] (total:1) | North America: Canada, Ontario, Batchawana Bay [placekey:26642] (total:1)"
Mollusc,CMNML 012332,Fowler-Lachine Canal,,"North America: Canada, Québec, Fleuve Saint-Laurent [placekey:26342] (total:1) | North America: Canada, Ontario, St. Lawrence Riv. [placekey:12056] (total:1)"
Mollusc,CMNML 002356,Tyrrell-1882 Rideau River,,"North America: Canada, Ontario, Ottawa (metro), Ottawa [placekey:225] (total:1) | North America: Canada, Ontario, Rideau Riv. [placekey:15619] (total:1)"
Mollusc,AHC 1960-07-11 C-209,AHC 1961-07-11 C-209,,"North America: Canada, Ontario, Nipissing Distr. (ON) [placekey:491] (total:1) | North America: Canada, Ontario, Lake Nipissing [placekey:13944] (total:1)"
Mollusc,CMNML 020641,WW 020641,,"South America: Peru, Rio Jequetepeque [placekey:23644] (total:1) | South America: Peru [placekey:4349] (total:1)"
General Invertebrate,CMNI 1989-0804,Taylor-18970000,,"North America: Canada, British Columbia, Nanaimo Land Distr., Gabriola I. [placekey:9186] (total:1) | North America: Canada, British Columbia, Nanaimo Land Distr., Nanaimo [placekey:8822] (total:1)"
Mollusc,CMNML 006709,Herrington-1960-06-09 P1902,,"North America: Canada, Ontario, Bay of Quinte [placekey:10332] (total:1) | North America: Canada, Ontario, Lennox and Addington Co. (ON), Bath [placekey:10714] (total:1)"
"Crustacea, General Invertebrate",CMNI 1985-0252,Calanus 1962 62-2031,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Somerset I., Creswell Bay [placekey:19529] (total:1)"
"Crustacea, General Invertebrate",CMNI 1989-0992,Calanus 1961 61-24,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Roes Welcome Sound [placekey:28222] (total:1)"
"Crustacea, General Invertebrate",CMNI 1985-0268,DFO(ABS)-19620723,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Somerset I., Creswell Bay [placekey:19529] (total:1)"
"Crustacea, Mollusc",CMNML 035776,Ellis 1953 A26,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Baffin I. [placekey:140] (total:1)"
"Crustacea, General Invertebrate",CMNI 1989-1002,Ellis 1966 66/11/4,,"Pacific Ocean: Northeast Pacific Basin [placekey:30265] (total:1) | North America: Canada, British Columbia [placekey:3] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0134,DFO(ABS) 1959 59-56 B-42,,"North America: Canada, Nunavut, Belcher Is. [placekey:8660] (total:1) | North America: Canada, Nunavut, Belcher I. [placekey:28706] (total:1)"
"Crustacea, Mollusc",CMNML 043545,MacDonald-1951,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Ellesmere I. [placekey:110] (total:1)"
"Crustacea, Mollusc",CMNML 035874,Calanus 1954 632,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Hudson Bay [placekey:13168] (total:1)"
"Crustacea, General Invertebrate",CMNI 1900-2606,Calanus 1954 611,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Hudson Bay [placekey:13168] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0234,FRB (ABS) 19570908,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Foxe Basin [placekey:15293] (total:1)"
"Crustacea, General Invertebrate",CMNI 1900-3816,DFO (ABS) 1968 68-5A,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Qikiqtaaluk Region, Baffin I., Frobisher Bay [placekey:192] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0745,Calanus 1956 723 B-5,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Foxe Basin [placekey:15293] (total:1)"
Vascular Plant,CAN 280623,CAN 280623 - Alaska Hwy (AK),,"North America: United States, Alaska, Southeast Fairbanks Census Area [placekey:742] (total:1) | North America: United States, Alaska, Alaska Highway (AK) [placekey:28316] (total:1)"
Mollusc,BH 1999-11-11 Cornwall Waterfront,BH 1999-11-11 Cornwall Waterfront,,"North America: Canada, Ontario, Stormont, Dundas and Glengarry United Co., Cornwall [placekey:10553] (total:1) | North America: Canada, Ontario, Lanark Co. (ON), Lanark Highlands Twp. [placekey:26081] (total:1)"
Mollusc,FRB 1959 Beaver Lake 59-1001-17-s763,FRB 1959 Beaver Lake 59-1001-17-s763,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Kitikmeot Region [placekey:25219] (total:1)"
Mollusc,AHC&HDA 1963-07-16 484,AHC&HDA 1963-07-16 484,,"North America: Canada, Québec, Broughton Is. [placekey:36664] (total:1) | North America: Canada, Nunavut, Baffin I., Qikiqtarjuaq [placekey:26031] (total:1)"
Mollusc,CEJ 1930-09-07 Rideau Park,CEJ 1930-09-07 Rideau Park,,"North America: Canada, Ontario, Toronto (GTA), Toronto [placekey:33460] (total:1) | North America: Canada, Ontario, Lanark Co. (ON), Carleton Place [placekey:10654] (total:1)"
Mollusc,JM&IS 1978-06-03 Invert 23E,JM&IS 1978-06-03 Invert 23E,,"North America: Canada, Alberta, McLennan [placekey:28962] (total:1) | North America: Canada, Saskatchewan, McLennan Lake [placekey:36596] (total:1)"
"Crustacea, Mollusc",CMNC 1986-1101,AHC 1962-07-24 C386,,"North America: Canada, Saskatchewan, La Ronge [placekey:22090] (total:1) | North America: Canada, Saskatchewan, Lac la Ronge [placekey:27607] (total:1)"
Crustacea,ELB 1947 Lameque,ELB 1947 Lameque,,"North America: Canada, Québec, Mun. Rég. de Cté de Bonaventure [placekey:13513] (total:1) | North America: Canada, New Brunswick, Gloucester Co. (NB) [placekey:9129] (total:1)"
Mollusc,CMNML 006922,La Rocque 1932-06-12,,"North America: Canada, Québec, Gatineau Métropolitain, Cton de Hull [placekey:10674] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté des Collines-de-l'Outaouais, Lac Meech [placekey:14169] (total:1)"
Mollusc,CMNML 026096,Herrington-1964-08-21 HBH 54,,"North America: Canada, Ontario, Bay of Quinte [placekey:10332] (total:1) | North America: Canada, Ontario, Prince Edward Co. (ON), Ameliasburgh [placekey:25211] (total:1)"
"Crustacea, Mollusc",CMNML 030664,Clarke-1961-08-12 C274,,"North America: Canada, Manitoba, Red Riv. [placekey:36565] (total:1) | North America: Canada, Manitoba, St. Norbert [placekey:25208] (total:1)"
"Crustacea, Mollusc",CMNML 000001,Whiteaves-18670000,,"North America: Canada, Gulf of St. Lawrence [placekey:16749] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté de la Mitis, Métis-sur-Mer [placekey:10633] (total:1)"
"Crustacea, Mollusc",CMNML 042796,Clarke-1960 AUG 29 C178,,"North America: Canada, Ontario [placekey:7] (total:1) | North America: Canada, Saskatchewan, Matheson (SK) [placekey:14999] (total:1)"
"Crustacea, Mollusc",CMNML 066710,Marhue 1966 LM-22,,"North America: Canada, British Columbia [placekey:3] (total:1) | Oceania: Australia, Tasmania, Hunter I. [placekey:7437] (total:1)"
"Crustacea, Mollusc",CMNML 044778,VanVliet 1966 FRB-66-2-13,,"North America: Canada, British Columbia [placekey:3] (total:1) | Pacific Ocean: Queen Charlotte Sound, Goose Island Grounds [placekey:10566] (total:1)"
"Crustacea, General Invertebrate",CMNI 1985-0354,DFO (ABS) 1961 61-1082,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | Arctic Ocean: Beaufort Sea [placekey:167] (total:1)"
"Crustacea, General Invertebrate",CMNI 1900-2203,Calanus 1950 208,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Hudson Strait [placekey:169] (total:1)"
"Crustacea, Mollusc",CMNML 035370,Calanus 1955 710,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Melville Peninsula, Repulse Bay (town) [placekey:17730] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0358,DFO(ABS) 1955 719 B-18,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Foxe Basin [placekey:15293] (total:1)"
"Crustacea, Mollusc",CMNML 035643,F R B-1956 AUG 29,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Foxe Basin [placekey:15293] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0703,DFO (ABS) 1956 811 P-94A/B-28,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Foxe Basin [placekey:15293] (total:1)"
Crustacea,ELB 1953 N35,ELB 1953 N35,,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie [placekey:10763] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté de Manicouagan [placekey:965] (total:1)"
Crustacea,ELB 1951 C22,ELB 1951 C22,,"North America: Canada, Québec, Mun. Rég. de Cté de Nicolet-Yamaska [placekey:344] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté de Bonaventure [placekey:13513] (total:1)"
Mollusc,FWS&AKS&JHS 2001-07-26 2001/141/a,FWS&AKS&JHS 2001-07-26 2001/141/a,,"North America: Canada, Ontario, Frontenac Co. (ON), Central Frontenac Twp. [placekey:26092] (total:1) | North America: Canada, Ontario, Lanark Co. (ON) [placekey:864] (total:1)"
Mollusc,FRB 1957 Mackenzie River AK4 S-57,FRB 1957 Mackenzie River AK4 S-57,,"North America: Canada, Northwest Territories, Mackenzie Riv. [placekey:23671] (total:1) | North America: Canada, Northwest Territories, Aklavik [placekey:9656] (total:1)"
Mollusc,DAG 1979-03-12 Amherst Is.,DAG 1979-03-12 Amherst Is.,,"North America: Canada, Ontario, Lake Ontario [placekey:11949] (total:1) | North America: Canada, Ontario, Lennox and Addington Co. (ON), Amherst I. [placekey:27066] (total:1)"
Mollusc,HBH 1957-08-30 Rice Lake,HBH 1957-08-30 Rice Lake,,"North America: Canada, Ontario, Peterborough Co. (ON), Otonabee-South Monaghan Twp. [placekey:11531] (total:1) | North America: Canada, Ontario, Peterborough Co. (ON), Peterborough [placekey:11915] (total:1)"
Mollusc,HBH&NR 1961-09-04_P-1918,HBH&NR 1961-09-04_P-1918,,"North America: Canada, New Brunswick, Saint John Co. (NB), Saint John Riv. [placekey:28639] (total:1) | North America: Canada, New Brunswick, York Co. (NB), Fredericton [placekey:9307] (total:1)"
Mollusc,HBH 1945-06-19 S-256,HBH 1945-06-19 S-256,,"North America: Canada, Ontario, Bay of Quinte [placekey:10332] (total:1) | North America: Canada, Ontario, Prince Edward Co. (ON), Ameliasburgh [placekey:25211] (total:1)"
Mollusc,Macoun 1905-07-05 Montmorency River,Macoun 1905-07-05 Montmorency River,,"North America: Canada, Québec, Mun. Rég. de Cté de la Côte-de-Beaupré, Montmorency [placekey:11494] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté de la Côte-de-Beaupré, Riv. Montmorency [placekey:26825] (total:1)"
Mollusc,JM 1978-06-23 Invert 75B,JM 1978-06-23 Invert 75B,,"North America: Canada, Saskatchewan, Cree Lake (town) [placekey:25791] (total:1) | North America: Canada, Saskatchewan, Cree Lake (lake) [placekey:28634] (total:1)"
Mollusc,FRB 1959-00-00 S-793,FRB 1959-00-00 S-793,,"North America: Canada, Nunavut, Kitikmeot Region [placekey:25219] (total:1) | North America: Canada, Northwest Territories [placekey:14] (total:1)"
Lichen,CANL 123018,CANL 123018-SK,,"North America: Canada, Ontario, Ottawa (metro), Ottawa [placekey:225] (total:1) | North America: Canada, Saskatchewan, Grasslands National Park [placekey:29100] (total:1)"
Crustacea,CMNC 2010-5341,LDD 5341,,"North America: United States, Michigan, Lake Superior (MI) [placekey:37348] (total:1) | North America: Canada, Ontario [placekey:7] (total:1)"
Crustacea,CMNC 2004-4274,DFO(ABS) 1966 66-0004 (66-1027 - 66-1032),,"North America: Canada, Nunavut, Victoria I. (NU), Starvation Cove [placekey:16487] (total:1) | North America: Canada, Nunavut, Dease Strait [placekey:126] (total:1)"
Mollusc,RJD-1959-05-29-008596,RJD-1959-05-29-008596,,"North America: Canada, British Columbia, New Westminster Land Distr., Chilliwack [placekey:13902] (total:1) | North America: Canada, British Columbia, New Westminster Land Distr., Chilliwack Riv. [placekey:13960] (total:1)"
Mollusc,PM 1984-10-11 92593,PM 1984-10-11 Lake Huron,,"North America: Canada, Ontario, Algoma Distr. (ON) [placekey:469] (total:1) | North America: Canada, Ontario, Lake Huron [placekey:14289] (total:1)"
